estado,cidade,latitude,longitude
Santa Catarina,Imaruí,-28.3440491,-48.8151737
Santa Catarina,Imbituba,-28.241827,-48.6643444
Santa Catarina,Imbuia,-27.49082,-49.421766
Santa Catarina,Indaial,-26.8901747,-49.2416736
Santa Catarina,Iomerê,-27.0019673,-51.2405514
Santa Catarina,Ipira,-27.4053188,-51.7734648
Santa Catarina,Iporã do Oeste,-26.9884305,-53.5345628
Santa Catarina,Ipuaçu,-26.6349873,-52.4555915
Santa Catarina,Ipumirim,-27.0762287,-52.135736
Santa Catarina,Iraceminha,-26.8237077,-53.272834
Santa Catarina,Irani,-27.0230476,-51.9010675
Santa Catarina,Irati,-26.6577742,-52.8929851
Santa Catarina,Irineópolis,-26.242006,-50.795687
Santa Catarina,Itá,-27.275006,-52.3381725
Santa Catarina,Itaiópolis,-26.3391899,-49.9071983
Santa Catarina,Itajaí,-26.9046787,-48.6552979
Santa Catarina,Itapema,-27.09472,-48.6137778
Santa Catarina,Itapiranga,-27.1724236,-53.7118989
Santa Catarina,Itapoá,-26.1162431,-48.6180177
Santa Catarina,Ituporanga,-27.4096219,-49.6014812
Santa Catarina,Jaborá,-27.1743246,-51.7348631
Santa Catarina,Jacinto Machado,-28.999338,-49.7603204
Santa Catarina,Jaguaruna,-28.6237365,-49.0288664
Santa Catarina,Jaraguá do Sul,-26.4897432,-49.0778063
Santa Catarina,Jardinópolis,-26.721575,-52.8591464
Santa Catarina,Joaçaba,-27.1737204,-51.5065214
Santa Catarina,Joinville,-26.3044898,-48.8486726
Santa Catarina,José Boiteux,-26.962072,-49.6262509
Santa Catarina,Jupiá,-26.3985774,-52.7262856
Santa Catarina,Lacerdópolis,-27.2614296,-51.5564429
Santa Catarina,Lages,-27.8165664,-50.325883
Santa Catarina,Laguna,-28.4837443,-48.7816572
Santa Catarina,Lajeado Grande,-26.8583425,-52.5666619
Santa Catarina,Laurentino,-27.2193231,-49.7322856
Santa Catarina,Lauro Müller,-28.3942244,-49.3975402
Santa Catarina,Lebon Régis,-26.927987,-50.692109
Santa Catarina,Leoberto Leal,-27.5071209,-49.2871979
Santa Catarina,Lindóia do Sul,-27.0520334,-52.0831975
Santa Catarina,Lontras,-27.1679891,-49.5424602
Santa Catarina,Luiz Alves,-26.7118577,-48.9126756
Santa Catarina,Luzerna,-27.1294338,-51.4686169
Santa Catarina,Macieira,-26.8541639,-51.3763845
Santa Catarina,Mafra,-26.1150943,-49.8035982
Santa Catarina,Major Gercino,-27.419236,-48.94878
Santa Catarina,Major Vieira,-26.3654856,-50.3272634
Santa Catarina,Maracajá,-28.8628566,-49.449388
Santa Catarina,Maravilha,-26.7623898,-53.1747387
Santa Catarina,Marema,-26.802361,-52.626445
Santa Catarina,Massaranduba,-26.610868,-49.005351
Santa Catarina,Matos Costa,-26.4739837,-51.1509787
Santa Catarina,Meleiro,-28.8303183,-49.6349851
Santa Catarina,Mirim Doce,-27.2003527,-50.0697185
Santa Catarina,Modelo,-26.7752383,-53.0525513
Santa Catarina,Mondaí,-27.1020777,-53.399242
Santa Catarina,Monte Carlo,-27.2216645,-50.9784032
Santa Catarina,Monte Castelo,-26.460989,-50.232724
Santa Catarina,Morro da Fumaça,-28.6522275,-49.2133979
Santa Catarina,Morro Grande,-28.80057,-49.721362
Santa Catarina,Navegantes,-26.8898813,-48.6495828
Santa Catarina,Nova Erechim,-26.9027688,-52.9071258
Santa Catarina,Nova Itaberaba,-26.9406956,-52.8132923
Santa Catarina,Nova Trento,-27.2862616,-48.9302652
Santa Catarina,Nova Veneza,-28.637371,-49.4997634
Santa Catarina,Novo Horizonte,-26.4465656,-52.8319931
Santa Catarina,Orleans,-28.3572698,-49.2872434
Santa Catarina,Otacílio Costa,-27.4832304,-50.1195204
Santa Catarina,Ouro,-27.3389051,-51.6137785
Santa Catarina,Ouro Verde,-26.6941871,-52.3103928
Santa Catarina,Paial,-27.2564715,-52.4998045
Santa Catarina,Painel,-27.9214849,-50.0994933
Santa Catarina,Palhoça,-27.6447774,-48.6646323
Santa Catarina,Palma Sola,-26.3482487,-53.2775974
Santa Catarina,Palmeira,-27.5797981,-50.1589086
Santa Catarina,Palmitos,-27.0711023,-53.1596594
Santa Catarina,Papanduva,-26.4085449,-50.1424094
Santa Catarina,Paraíso,-26.6184407,-53.675144
Santa Catarina,Passo de Torres,-29.325393,-49.7218979
Santa Catarina,Passos Maia,-26.7806434,-52.0611058
Santa Catarina,Paulo Lopes,-27.964968,-48.6830299
Santa Catarina,Pedras Grandes,-28.4357866,-49.1864128
Santa Catarina,Penha,-26.775418,-48.6465251
Santa Catarina,Peritiba,-27.3736365,-51.9050311
Santa Catarina,Pescaria Brava,-28.3845591,-48.8658054
Santa Catarina,Petrolândia,-27.5329615,-49.6984597
Santa Catarina,Pinhalzinho,-26.852586,-52.9872478
Santa Catarina,Pinheiro Preto,-27.0457296,-51.2296306
Santa Catarina,Piratuba,-27.4215816,-51.7822762
Santa Catarina,Planalto Alegre,-27.0721133,-52.8667023
Santa Catarina,Pomerode,-26.7356218,-49.1770095
Santa Catarina,Ponte Alta,-27.483497,-50.376404
Santa Catarina,Ponte Alta do Norte,-27.1626096,-50.4684028
Santa Catarina,Ponte Serrada,-26.8708566,-52.0164089
Santa Catarina,Porto Belo,-27.1542415,-48.5424395
Santa Catarina,Porto União,-26.2336416,-51.082771
Santa Catarina,Pouso Redondo,-27.2567443,-49.9331593
Santa Catarina,Praia Grande,-29.1967451,-49.9491133
Santa Catarina,Presidente Castello Branco,-27.2217868,-51.8089482
Santa Catarina,Presidente Getúlio,-27.0426247,-49.6210429
Santa Catarina,Presidente Nereu,-27.278277,-49.3890424
Santa Catarina,Princesa,-26.4452737,-53.599913
Santa Catarina,Quilombo,-26.7253683,-52.7193084
Santa Catarina,Rancho Queimado,-27.6727911,-49.0124197
Santa Catarina,Rio das Antas,-26.8998189,-51.0748324
Santa Catarina,Rio do Campo,-26.946807,-50.1412936
Santa Catarina,Rio do Oeste,-27.193267,-49.7984595
Santa Catarina,Rio do Sul,-27.2162607,-49.643654
Santa Catarina,Rio dos Cedros,-26.739777,-49.271828
Santa Catarina,Rio Fortuna,-28.1335539,-49.1048223
Santa Catarina,Rio Negrinho,-26.259075,-49.517746
Santa Catarina,Rio Rufino,-27.861691,-49.7806323
Santa Catarina,Riqueza,-27.0697574,-53.3225281
Santa Catarina,Rodeio,-26.9233304,-49.3685354
Santa Catarina,Romelândia,-26.6783317,-53.3189986
Santa Catarina,Salete,-26.9841891,-50.0076205
Santa Catarina,Saltinho,-26.604932,-53.057763
Santa Catarina,Salto Veloso,-26.9071647,-51.406771
Santa Catarina,Sangão,-28.6397512,-49.1266106
Santa Catarina,Santa Cecília,-26.9658952,-50.4182571
Santa Catarina,Santa Helena,-26.9388476,-53.6194274
Santa Catarina,Santa Rosa de Lima,-28.0404239,-49.1280356
Santa Catarina,Santa Rosa do Sul,-29.1354955,-49.7154188
Santa Catarina,Santa Terezinha,-26.7813,-50.009017
Santa Catarina,Santa Terezinha do Progresso,-26.6197384,-53.1986638
Santa Catarina,Santiago do Sul,-26.6346323,-52.6753323
Santa Catarina,Santo Amaro da Imperatriz,-27.6865324,-48.7769405
Santa Catarina,São Bento do Sul,-26.2483669,-49.3820672
Santa Catarina,São Bernardino,-26.4712934,-52.9658921
Santa Catarina,São Bonifácio,-27.900907,-48.932608
Santa Catarina,São Carlos,-27.081863,-53.0051018
Santa Catarina,São Cristóvão do Sul,-27.2670093,-50.4409508
Santa Catarina,São Domingos,-26.5593237,-52.5311718
Santa Catarina,São Francisco do Sul,-26.2495087,-48.6308087
Santa Catarina,São João Batista,-27.277547,-48.8496101
Santa Catarina,São João do Itaperiú,-26.6186415,-48.7670219
Santa Catarina,São João do Oeste,-27.0981223,-53.5931508
Santa Catarina,São João do Sul,-29.2246601,-49.8081785
Santa Catarina,São Joaquim,-28.2924972,-49.9353255
Santa Catarina,São José,-27.6157733,-48.6276491
Santa Catarina,São José do Cedro,-26.4555904,-53.4954785
Santa Catarina,São José do Cerrito,-27.6627041,-50.5791762
Santa Catarina,São Lourenço do Oeste,-26.35566,-52.849837
Santa Catarina,São Ludgero,-28.3243832,-49.174819
Santa Catarina,São Martinho,-28.165018,-48.9793424
Santa Catarina,São Miguel da Boa Vista,-26.6911028,-53.2522818
Santa Catarina,São Miguel do Oeste,-26.7278977,-53.5176689
Santa Catarina,São Pedro de Alcântara,-27.5676985,-48.8047973
Santa Catarina,Saudades,-26.9261779,-53.0046945
Santa Catarina,Schroeder,-26.411571,-49.074041
Santa Catarina,Seara,-27.1528578,-52.3096985
Santa Catarina,Serra Alta,-26.7291439,-53.0440668
Santa Catarina,Siderópolis,-28.597588,-49.4250007
Santa Catarina,Sombrio,-29.107985,-49.632776
Santa Catarina,Sul Brasil,-26.7379101,-52.9650177
Santa Catarina,Taió,-27.1167574,-50.0002159
Santa Catarina,Tangará,-27.0997957,-51.2477143
Santa Catarina,Tigrinhos,-26.6869135,-53.1570085
Santa Catarina,Tijucas,-27.239404,-48.6353696
Santa Catarina,Timbé do Sul,-28.8317599,-49.846643
Santa Catarina,Timbó,-26.8282737,-49.270641
Santa Catarina,Timbó Grande,-26.6170507,-50.6742579
Santa Catarina,Três Barras,-26.105632,-50.319692
Santa Catarina,Treviso,-28.5153879,-49.4582122
Santa Catarina,Treze de Maio,-28.5574415,-49.1447586
Santa Catarina,Treze Tílias,-26.9996788,-51.4073067
Santa Catarina,Trombudo Central,-27.3040981,-49.79316
Santa Catarina,Tubarão,-28.471488,-49.014132
Santa Catarina,Tunápolis,-26.97073,-53.6382084
Santa Catarina,Turvo,-28.9277445,-49.6792206
Santa Catarina,União do Oeste,-26.7642155,-52.8515985
Santa Catarina,Urubici,-28.015663,-49.592547
Santa Catarina,Urupema,-27.9557716,-49.875957
Santa Catarina,Urussanga,-28.5191381,-49.3201776
Santa Catarina,Vargeão,-26.861277,-52.1544966
Santa Catarina,Vargem,-27.4909659,-50.9781096
Santa Catarina,Vargem Bonita,-27.005456,-51.740238
Santa Catarina,Vidal Ramos,-27.3908814,-49.3615664
Santa Catarina,Videira,-27.00544,-51.1533733
Santa Catarina,Vitor Meireles,-26.879731,-49.833243
Santa Catarina,Witmarsum,-26.927487,-49.794675
Santa Catarina,Xanxerê,-26.8748603,-52.4035964
Santa Catarina,Xavantina,-27.0702363,-52.3431086
Santa Catarina,Xaxim,-26.9605363,-52.5335505
Santa Catarina,Zortéa,-27.4535362,-51.55359
Rio Grande do Sul,Aceguá,-31.8695131,-54.1615593
Rio Grande do Sul,Água Santa,-28.1775297,-52.0360304
Rio Grande do Sul,Agudo,-29.6423259,-53.2494005
Rio Grande do Sul,Ajuricaba,-28.239654,-53.7693013
Rio Grande do Sul,Alecrim,-27.6566142,-54.7653195
Rio Grande do Sul,Alegrete,-29.790166,-55.794862
Rio Grande do Sul,Alegria,-27.8332103,-54.0574959
Rio Grande do Sul,Almirante Tamandaré do Sul,-28.1141129,-52.9134874
Rio Grande do Sul,Alpestre,-27.2512339,-53.0349646
Rio Grande do Sul,Alto Alegre,-28.7755582,-52.9915086
Rio Grande do Sul,Alto Feliz,-29.3785943,-51.3123751
Rio Grande do Sul,Alvorada,-29.9981184,-51.0772509
Rio Grande do Sul,Amaral Ferrador,-30.8750633,-52.2542051
Rio Grande do Sul,Ametista do Sul,-27.3617341,-53.1826575
Rio Grande do Sul,André da Rocha,-28.6309124,-51.5733328
Rio Grande do Sul,Anta Gorda,-28.9718745,-52.0069187
Rio Grande do Sul,Antônio Prado,-28.8567806,-51.2801355
Rio Grande do Sul,Arambaré,-30.9132252,-51.4994625
Rio Grande do Sul,Araricá,-29.6168543,-50.929121
Rio Grande do Sul,Aratiba,-27.3811175,-52.291613
Rio Grande do Sul,Arroio do Meio,-29.4020392,-51.9444993
Rio Grande do Sul,Arroio do Padre,-31.4428773,-52.4228985
Rio Grande do Sul,Arroio do Sal,-29.5497237,-49.887984
Rio Grande do Sul,Arroio do Tigre,-29.334158,-53.0888935
Rio Grande do Sul,Arroio dos Ratos,-30.0894524,-51.7265541
Rio Grande do Sul,Arroio Grande,-32.2384246,-53.0866661
Rio Grande do Sul,Arvorezinha,-28.8731093,-52.1757917
Rio Grande do Sul,Augusto Pestana,-28.5148413,-53.9906433
Rio Grande do Sul,Áurea,-27.6970921,-52.0521778
Rio Grande do Sul,Bagé,-31.3314264,-54.1062808
Rio Grande do Sul,Balneário Pinhal,-30.2482237,-50.2339198
Rio Grande do Sul,Barão,-29.372474,-51.494908
Rio Grande do Sul,Barão de Cotegipe,-27.6214694,-52.3765316
Rio Grande do Sul,Barão do Triunfo,-30.3909877,-51.7375349
Rio Grande do Sul,Barra do Guarita,-27.1888016,-53.7147086
Rio Grande do Sul,Barra do Quaraí,-30.208947,-57.5505128
Rio Grande do Sul,Barra do Ribeiro,-30.2930206,-51.301437
Rio Grande do Sul,Barra do Rio Azul,-27.4086573,-52.41305
Rio Grande do Sul,Barra Funda,-27.9230048,-53.0401045
Rio Grande do Sul,Barracão,-27.6722339,-51.4583497
Rio Grande do Sul,Barros Cassal,-29.094938,-52.5832366
Rio Grande do Sul,Benjamin Constant do Sul,-27.5105555,-52.6007689
Rio Grande do Sul,Bento Gonçalves,-29.1654014,-51.5197627
Rio Grande do Sul,Boa Vista das Missões,-27.6677983,-53.3127622
Rio Grande do Sul,Boa Vista do Buricá,-27.6687782,-54.1111913
Rio Grande do Sul,Boa Vista do Cadeado,-28.5783827,-53.8123759
Rio Grande do Sul,Boa Vista do Incra,-28.8860851,-53.4837401
Rio Grande do Sul,Boa Vista do Sul,-29.3510488,-51.6779679
Rio Grande do Sul,Bom Jesus,-28.6692723,-50.4346894
Rio Grande do Sul,Bom Princípio,-29.489788,-51.3566782
Rio Grande do Sul,Bom Progresso,-27.5490948,-53.8655601
Rio Grande do Sul,Bom Retiro do Sul,-29.6000007,-51.9359243
Rio Grande do Sul,Boqueirão do Leão,-29.30332,-52.4296817
Rio Grande do Sul,Bossoroca,-28.7278885,-54.9120278
Rio Grande do Sul,Bozano,-28.3669953,-53.7705165
Rio Grande do Sul,Braga,-27.617348,-53.740514
Rio Grande do Sul,Brochier,-29.556766,-51.5963047
Rio Grande do Sul,Butiá,-30.1256795,-51.9692224
Rio Grande do Sul,Caçapava do Sul,-30.5113286,-53.4916761
Rio Grande do Sul,Cacequi,-29.8838059,-54.8273443
Rio Grande do Sul,Cachoeira do Sul,-30.0482234,-52.8901686
Rio Grande do Sul,Cachoeirinha,-29.9493353,-51.0898927
Rio Grande do Sul,Cacique Doble,-27.7700117,-51.6616409
Rio Grande do Sul,Caibaté,-28.287909,-54.64027
Rio Grande do Sul,Caiçara,-27.2750478,-53.4310053
Rio Grande do Sul,Camaquã,-30.8524752,-51.8075619
Rio Grande do Sul,Camargo,-28.5865661,-52.2031474
Rio Grande do Sul,Cambará do Sul,-29.0489517,-50.145412
Rio Grande do Sul,Campestre da Serra,-28.7966535,-51.0958149
Rio Grande do Sul,Campina das Missões,-27.9910517,-54.8404714
Rio Grande do Sul,Campinas do Sul,-27.7167968,-52.6257885
Rio Grande do Sul,Campo Bom,-29.678418,-51.0572268
Rio Grande do Sul,Campo Novo,-27.6792143,-53.8051654
Rio Grande do Sul,Campos Borges,-28.8852198,-52.999098
Rio Grande do Sul,Candelária,-29.668391,-52.789495
Rio Grande do Sul,Cândido Godói,-27.951509,-54.751722
Rio Grande do Sul,Candiota,-31.5240806,-53.7049103
Rio Grande do Sul,Canela,-29.3636094,-50.8096844
Rio Grande do Sul,Canguçu,-31.398276,-52.6773522
Rio Grande do Sul,Canoas,-29.9216045,-51.1799525
Rio Grande do Sul,Canudos do Vale,-29.3240418,-52.2348494
Rio Grande do Sul,Capão Bonito do Sul,-28.1287941,-51.393771
Rio Grande do Sul,Capão da Canoa,-29.7508278,-50.0210729
Rio Grande do Sul,Capão do Cipó,-28.9317296,-54.5555783
Rio Grande do Sul,Capão do Leão,-31.766133,-52.5013148
Rio Grande do Sul,Capela de Santana,-29.6926603,-51.3206659
Rio Grande do Sul,Capitão,-29.2718294,-51.9869716
Rio Grande do Sul,Capivari do Sul,-30.1437605,-50.5129169
Rio Grande do Sul,Caraá,-29.7916777,-50.4339994
Rio Grande do Sul,Carazinho,-28.2981634,-52.7942363
Rio Grande do Sul,Carlos Barbosa,-29.2978372,-51.5005613
Rio Grande do Sul,Carlos Gomes,-27.7161093,-51.9135613
Rio Grande do Sul,Casca,-28.5652711,-51.9769207
Rio Grande do Sul,Caseiros,-28.2721149,-51.6873536
Rio Grande do Sul,Catuípe,-28.255356,-54.013215
Rio Grande do Sul,Caxias do Sul,-29.1685045,-51.1796385
Rio Grande do Sul,Centenário,-27.7608249,-51.9984409
Rio Grande do Sul,Cerrito,-31.8546304,-52.8151659
Rio Grande do Sul,Cerro Branco,-29.6359134,-52.949799
Rio Grande do Sul,Cerro Grande do Sul,-30.5962963,-51.7517196
Rio Grande do Sul,Cerro Grande,-27.6088939,-53.1663055
Rio Grande do Sul,Cerro Largo,-28.147498,-54.7383681
Rio Grande do Sul,Chapada,-28.0587829,-53.0657459
Rio Grande do Sul,Charqueadas,-29.9549088,-51.6249534
Rio Grande do Sul,Charrua,-27.9533747,-52.0312591
Rio Grande do Sul,Chiapetta,-27.923162,-53.9419052
Rio Grande do Sul,Chuí,-33.6895237,-53.454704
Rio Grande do Sul,Chuvisca,-30.7543186,-51.9790909
Rio Grande do Sul,Cidreira,-30.1657063,-50.218331
Rio Grande do Sul,Ciríaco,-28.3429139,-51.8763682
Rio Grande do Sul,Colinas,-29.3866023,-51.8697911
Rio Grande do Sul,Colorado,-28.525842,-52.99282
Rio Grande do Sul,Condor,-28.2058277,-53.4844696
Rio Grande do Sul,Constantina,-27.7331711,-52.9929561
Rio Grande do Sul,Coqueiro Baixo,-29.181566,-52.097034
Rio Grande do Sul,Coqueiros do Sul,-28.1184032,-52.7824375
Rio Grande do Sul,Coronel Barros,-28.3826325,-54.0704116
Rio Grande do Sul,Coronel Bicaco,-27.7174002,-53.705821
Rio Grande do Sul,Coronel Pilar,-29.27318,-51.6852347
Rio Grande do Sul,Cotiporã,-28.9950719,-51.696359
Rio Grande do Sul,Coxilha,-28.1255645,-52.2976394
Rio Grande do Sul,Crissiumal,-27.4982242,-54.1024643
Rio Grande do Sul,Cristal,-31.00166,-52.0491777
Rio Grande do Sul,Cristal do Sul,-27.454386,-53.2482974
Rio Grande do Sul,Cruz Alta,-28.645056,-53.6058047
Rio Grande do Sul,Cruzaltense,-27.667414,-52.6487833
Rio Grande do Sul,Cruzeiro do Sul,-29.5139742,-51.9917068
Rio Grande do Sul,David Canabarro,-28.3878667,-51.8472645
Rio Grande do Sul,Derrubadas,-27.2657279,-53.8618488
Rio Grande do Sul,Dezesseis de Novembro,-28.2248993,-55.0480474
Rio Grande do Sul,Dilermando de Aguiar,-29.7049966,-54.2078988
Rio Grande do Sul,Dois Irmãos das Missões,-27.6598825,-53.5330891
Rio Grande do Sul,Dois Irmãos,-29.58356,-51.089776
Rio Grande do Sul,Dois Lajeados,-28.984916,-51.8366385
Rio Grande do Sul,Dom Feliciano,-30.70214,-52.1080845
Rio Grande do Sul,Dom Pedrito,-30.983755,-54.6746483
Rio Grande do Sul,Dom Pedro de Alcântara,-29.3698329,-49.8479971
Rio Grande do Sul,Dona Francisca,-29.623063,-53.3560585
Rio Grande do Sul,Doutor Maurício Cardoso,-27.5067264,-54.3626756
Rio Grande do Sul,Doutor Ricardo,-29.0901549,-51.9894847
Rio Grande do Sul,Eldorado do Sul,-29.9976311,-51.3063965
Rio Grande do Sul,Encantado,-29.2392716,-51.8744817
Rio Grande do Sul,Encruzilhada do Sul,-30.5433066,-52.5223514
Rio Grande do Sul,Engenho Velho,-27.7114504,-52.9125692
Rio Grande do Sul,Entre Rios do Sul,-27.5299266,-52.7325438
Rio Grande do Sul,Entre-Ijuís,-28.361628,-54.2670019
Rio Grande do Sul,Erebango,-27.8542708,-52.3029274
Rio Grande do Sul,Erechim,-27.6350709,-52.2738654
Rio Grande do Sul,Ernestina,-28.498434,-52.5702451
Rio Grande do Sul,Erval Grande,-27.3910282,-52.5703742
Rio Grande do Sul,Erval Seco,-27.5511418,-53.506851
Rio Grande do Sul,Esmeralda,-28.0543707,-51.1921896
Rio Grande do Sul,Esperança do Sul,-27.3617442,-53.9909736
Rio Grande do Sul,Espumoso,-28.7256962,-52.8453751
Rio Grande do Sul,Estação,-27.9128965,-52.2606058
Rio Grande do Sul,Estância Velha,-29.6529666,-51.1719687
Rio Grande do Sul,Esteio,-29.8511627,-51.1778852
Rio Grande do Sul,Estrela,-29.5010545,-51.962226
Rio Grande do Sul,Estrela Velha,-29.1775802,-53.1597523
Rio Grande do Sul,Eugênio de Castro,-28.5286033,-54.1475172
Rio Grande do Sul,Fagundes Varela,-28.8807515,-51.6987798
Rio Grande do Sul,Farroupilha,-29.22647,-51.3468188
Rio Grande do Sul,Faxinal do Soturno,-29.5771687,-53.445804
Rio Grande do Sul,Faxinalzinho,-27.4240501,-52.6738684
Rio Grande do Sul,Fazenda Vilanova,-29.588511,-51.821714
Rio Grande do Sul,Feliz,-29.4523254,-51.3069785
Rio Grande do Sul,Flores da Cunha,-29.030129,-51.1833349
Rio Grande do Sul,Floriano Peixoto,-27.8603248,-52.0856015
Rio Grande do Sul,Fontoura Xavier,-28.981655,-52.344455
Rio Grande do Sul,Formigueiro,-29.9982245,-53.5029931
Rio Grande do Sul,Forquetinha,-29.3818754,-52.1008021
Rio Grande do Sul,Fortaleza dos Valos,-28.7959241,-53.2246622
Rio Grande do Sul,Frederico Westphalen,-27.35711,-53.3964117
Rio Grande do Sul,Garibaldi,-29.2562253,-51.5269167
Rio Grande do Sul,Garruchos,-28.1892458,-55.6382958
Rio Grande do Sul,Gaurama,-27.5879319,-52.0927073
Rio Grande do Sul,General Câmara,-29.9059611,-51.7626198
Rio Grande do Sul,Gentil,-28.4319165,-52.0348748
Rio Grande do Sul,Getúlio Vargas,-27.8871493,-52.2257967
Rio Grande do Sul,Giruá,-28.0299396,-54.3506855
Rio Grande do Sul,Glorinha,-29.8790534,-50.7869437
Rio Grande do Sul,Gramado dos Loureiros,-27.4439526,-52.9183699
Rio Grande do Sul,Gramado Xavier,-29.2702991,-52.5785872
Rio Grande do Sul,Gramado,-29.3792858,-50.8737019
Rio Grande do Sul,Gravataí,-29.9440222,-50.9930938
Rio Grande do Sul,Guabiju,-28.5417413,-51.6910921
Rio Grande do Sul,Guaíba,-30.1130731,-51.329442
Rio Grande do Sul,Guaporé,-28.8471928,-51.8907881
Rio Grande do Sul,Guarani das Missões,-28.1445277,-54.5570355
Rio Grande do Sul,Harmonia,-29.549989,-51.422308
Rio Grande do Sul,Herval,-32.0260806,-53.3951333
Rio Grande do Sul,Herveiras,-29.4544867,-52.6529235
Rio Grande do Sul,Horizontina,-27.627931,-54.3090256
Rio Grande do Sul,Hulha Negra,-31.4074739,-53.8699535
Rio Grande do Sul,Humaitá,-27.5660564,-53.9719817
Rio Grande do Sul,Ibarama,-29.4203176,-53.1313179
Rio Grande do Sul,Ibiaçá,-28.0564247,-51.8566036
Rio Grande do Sul,Ibiraiaras,-28.3705672,-51.6366969
Rio Grande do Sul,Ibirapuitã,-28.6226503,-52.5170577
Rio Grande do Sul,Ibirubá,-28.630161,-53.096124
Rio Grande do Sul,Igrejinha,-29.569318,-50.791894
Rio Grande do Sul,Ijuí,-28.3878734,-53.9201692
Rio Grande do Sul,Ilópolis,-28.92825,-52.125816
Rio Grande do Sul,Imbé,-29.975269,-50.128068
Rio Grande do Sul,Imigrante,-29.354229,-51.7773242
Rio Grande do Sul,Independência,-27.8523717,-54.1909592
Rio Grande do Sul,Inhacorá,-27.8812321,-54.021433
Rio Grande do Sul,Ipê,-28.8189281,-51.2796422
Rio Grande do Sul,Ipiranga do Sul,-27.9367583,-52.4251556
Rio Grande do Sul,Iraí,-27.1955392,-53.256791
Rio Grande do Sul,Itaara,-29.6071165,-53.7557841
Rio Grande do Sul,Itacurubi,-28.7962478,-55.2360598
Rio Grande do Sul,Itapuca,-28.7802782,-52.1727517
Rio Grande do Sul,Itaqui,-29.1222037,-56.5551258
Rio Grande do Sul,Itati,-29.4918877,-50.102071
Rio Grande do Sul,Itatiba do Sul,-27.3859383,-52.4559831
Rio Grande do Sul,Ivorá,-29.5196814,-53.5804505
Rio Grande do Sul,Ivoti,-29.5934057,-51.1599403
Rio Grande do Sul,Jaboticaba,-27.6311203,-53.2794089
Rio Grande do Sul,Jacuizinho,-29.0342213,-53.0534957
Rio Grande do Sul,Jacutinga,-27.729135,-52.53724
Rio Grande do Sul,Jaguarão,-32.5662724,-53.3765705
Rio Grande do Sul,Jaguari,-29.4980313,-54.6919404
Rio Grande do Sul,Jaquirana,-28.8836757,-50.3580098
Rio Grande do Sul,Jari,-29.292234,-54.223711
Rio Grande do Sul,Jóia,-28.6465036,-54.1199165
Rio Grande do Sul,Júlio de Castilhos,-29.2286575,-53.6825217
Rio Grande do Sul,Lagoa Bonita do Sul,-29.4903817,-53.0145712
Rio Grande do Sul,Lagoa dos Três Cantos,-28.5668647,-52.8581637
Rio Grande do Sul,Lagoa Vermelha,-28.2087034,-51.527499
Rio Grande do Sul,Lagoão,-29.2242092,-52.7738611
Rio Grande do Sul,Lajeado,-29.4671522,-51.9624046
Rio Grande do Sul,Lajeado do Bugre,-27.6903262,-53.1811907
Rio Grande do Sul,Lavras do Sul,-30.8118057,-53.8982856
Rio Grande do Sul,Liberato Salzano,-27.6003296,-53.0714815
Rio Grande do Sul,Lindolfo Collor,-29.5956301,-51.2102797
Rio Grande do Sul,Linha Nova,-29.467709,-51.2001125
Rio Grande do Sul,Maçambará,-29.144485,-56.067444
Rio Grande do Sul,Machadinho,-27.5658904,-51.6677057
Rio Grande do Sul,Mampituba,-29.2128226,-49.9344527
Rio Grande do Sul,Manoel Viana,-29.585935,-55.484112
Rio Grande do Sul,Maquiné,-29.6756372,-50.2056317
Rio Grande do Sul,Maratá,-29.549349,-51.5546411
Rio Grande do Sul,Marau,-28.4493053,-52.2002156
Rio Grande do Sul,Marcelino Ramos,-27.4622708,-51.9081009
Rio Grande do Sul,Mariana Pimentel,-30.3536856,-51.5832775
Rio Grande do Sul,Mariano Moro,-27.3541972,-52.1469053
Rio Grande do Sul,Marques de Souza,-29.3275642,-52.0961801
Rio Grande do Sul,Mata,-29.5637643,-54.4590898
Rio Grande do Sul,Mato Castelhano,-28.2782729,-52.1948111
Rio Grande do Sul,Mato Leitão,-29.5281244,-52.1278069
Rio Grande do Sul,Mato Queimado,-28.257822,-54.61709
Rio Grande do Sul,Maximiliano de Almeida,-27.6326512,-51.8046768
Rio Grande do Sul,Minas do Leão,-30.1334499,-52.0455962
Rio Grande do Sul,Miraguaí,-27.4943651,-53.6874223
Rio Grande do Sul,Montauri,-28.6501657,-52.0757639
Rio Grande do Sul,Monte Alegre dos Campos,-28.6840498,-50.7820322
Rio Grande do Sul,Monte Belo do Sul,-29.1636205,-51.6347449
Rio Grande do Sul,Montenegro,-29.6826112,-51.4687455
Rio Grande do Sul,Mormaço,-28.6935499,-52.6925978
Rio Grande do Sul,Morrinhos do Sul,-29.3653782,-49.9314425
Rio Grande do Sul,Morro Redondo,-31.5921148,-52.6257669
Rio Grande do Sul,Morro Reuter,-29.5389519,-51.0818864
Rio Grande do Sul,Mostardas,-31.10538,-50.916692
Rio Grande do Sul,Muçum,-29.1672546,-51.8745312
Rio Grande do Sul,Muitos Capões,-28.3162856,-51.1836226
Rio Grande do Sul,Muliterno,-28.3295989,-51.7682438
Rio Grande do Sul,Não-Me-Toque,-28.4575507,-52.8196547
Rio Grande do Sul,Nicolau Vergueiro,-28.5361987,-52.4631712
